showRate,movieId,subBoxOffice,releaseDay,boxRateshowZero,dailyBoxOffice,movieName
0.28,248486,143,24,1.40,False,40.0,社区民警故事
0.24,341590,2919,-1684,0.08,False,2.4,午夜邂逅
0.01,321017,2,539,0.08,False,2.3,哆啦A梦：大雄与绿巨人传
0.03,341928,8,-2,0.07,False,2.0,武林外传
0.04,245983,15147,53,0.05,False,1.3,大笑江湖
0.26,49553,662,25,0.04,False,1.2,一路有你
0.21,248659,58,18,0.04,False,1.1,失控
0.05,19,18192,52,0.03,False,0.9,赵氏孤儿
0.24,248487,4,-3,0.03,False,0.8,天赐
0.01,345,1,-10,0.02,False,0.6,戒烟不戒酒
0.01,245851,1,1538,0.02,False,0.6,代课老师
0.02,52781,90,1120,0.02,False,0.5,对岸的战争
0.00,175,28617,118,0.02,False,0.5,狄仁杰之通天帝国
0.00,61823,181,80,0.01,False,0.3,西游新传：大电影
34.38,186,13543,7,35.91,False,1187.6,新少林寺
14.17,341928,799,-1,23.93,False,791.3,武林外传
30.70,471,7102,5,21.73,False,718.6,喜羊羊与灰太狼之兔年顶呱呱
6.77,407,10033,15,7.57,False,250.4,创：战纪
5.93,29933,11057,19,5.21,False,172.4,纳尼亚传奇3：黎明踏浪号
4.61,182,63205,41,2.95,False,97.5,让子弹飞
0.27,248486,182,25,1.17,False,38.8,社区民警故事
2.38,3,45483,35,1.05,False,34.6,非诚勿扰2
0.04,19,18195,53,0.08,False,2.7,赵氏孤儿
0.01,60710,3,-9,0.08,False,2.6,我知女人心
0.05,245983,15149,54,0.06,False,1.9,大笑江湖
0.00,321017,698,540,0.05,False,1.8,哆啦A梦：大雄与绿巨人传
0.12,341590,2921,-1683,0.04,False,1.5,午夜邂逅
0.01,180,64989,188,0.03,False,0.9,唐山大地震
0.16,248659,59,19,0.02,False,0.8,失控
0.00,345,1,-9,0.02,False,0.7,戒烟不戒酒
0.16,49553,663,26,0.02,False,0.7,一路有你
0.21,248487,5,-2,0.02,False,0.6,天赐
0.01,52781,91,1121,0.02,False,0.5,对岸的战争
0.01,1049,1752,571,0.01,False,0.4,寻找成龙
31.01,341928,2223,1,43.85,False,1423.2,武林外传
27.55,186,14446,8,27.81,False,902.6,新少林寺
24.01,471,7593,6,15.14,False,491.4,喜羊羊与灰太狼之兔年顶呱呱
4.97,407,10199,16,5.13,False,166.4,创：战纪
4.43,29933,11174,20,3.60,False,117.0,纳尼亚传奇3：黎明踏浪号
3.36,182,63269,42,1.98,False,64.1,让子弹飞
0.25,248486,215,26,1.00,False,32.6,社区民警故事
1.52,3,45505,36,0.68,False,22.1,非诚勿扰2
2.30,196,15,-1,0.46,False,15.1,老夫子之小水虎传奇
0.01,60710,4,-8,0.04,False,1.4,我知女人心
0.04,19,18196,54,0.04,False,1.4,赵氏孤儿
0.09,341590,2922,-1682,0.04,False,1.3,午夜邂逅
0.01,345,2,-8,0.03,False,1.1,戒烟不戒酒
0.15,248487,6,-1,0.03,False,1.0,天赐
0.00,61781,1295,63,0.02,False,0.7,李小龙我的兄弟
0.02,1049,1441,572,0.02,False,0.6,寻找成龙
0.08,248659,60,20,0.02,False,0.6,失控
0.14,49553,663,27,0.02,False,0.6,一路有你
0.03,245983,15149,55,0.02,False,0.5,大笑江湖
0.01,52781,91,1122,0.01,False,0.3,对岸的战争
33.84,341928,3685,2,45.92,False,1462.5,武林外传
25.80,186,15297,9,26.72,False,851.1,新少林寺
21.34,471,8022,7,13.46,False,428.9,喜羊羊与灰太狼之兔年顶呱呱
4.62,407,10369,17,5.32,False,169.5,创：战纪
4.35,29933,11289,21,3.60,False,114.8,纳尼亚传奇3：黎明踏浪号
3.01,182,63332,43,1.97,False,62.6,让子弹飞
5.13,196,46,1,0.99,False,31.4,老夫子之小水虎传奇
0.23,248486,245,27,0.96,False,30.6,社区民警故事
1.26,3,45530,37,0.78,False,24.8,非诚勿扰2
0.02,52781,93,1123,0.05,False,1.7,对岸的战争
0.08,341590,2923,-1681,0.04,False,1.2,午夜邂逅
0.03,61781,1296,64,0.03,False,1.0,李小龙我的兄弟
0.11,248487,6,1,0.02,False,0.7,天赐
0.01,800,558,128,0.02,False,0.6,虎王归来
0.00,321017,699,542,0.01,False,0.4,哆啦A梦：大雄与绿巨人传
0.01,345,3,-7,0.01,False,0.4,戒烟不戒酒
0.08,248659,60,21,0.01,False,0.3,失控
0.08,49553,664,28,0.01,False,0.3,一路有你
0.00,1049,1442,573,0.01,False,0.3,寻找成龙
0.00,1034,0,1232,0.01,False,0.3,太阳照常升起
35.11,341928,5372,3,44.96,False,1686.8,武林外传
25.37,186,16253,10,25.47,False,955.8,新少林寺
21.40,471,8660,8,17.00,False,637.8,喜羊羊与灰太狼之兔年顶呱呱
4.51,407,10562,18,5.16,False,193.5,创：战纪
4.16,29933,11428,22,3.71,False,139.2,纳尼亚传奇3：黎明踏浪号
3.06,182,63404,44,1.92,False,72.1,让子弹飞
4.65,196,81,2,0.91,False,34.2,老夫子之小水虎传奇
1.19,3,45550,38,0.54,False,20.3,非诚勿扰2
0.03,248486,251,28,0.14,False,5.4,社区民警故事
0.08,341590,2925,-1680,0.04,False,1.5,午夜邂逅
0.04,245983,15150,57,0.02,False,0.9,大笑江湖
0.05,901,4500,856,0.01,False,0.5,保持通话
0.02,745,4050,737,0.01,False,0.4,家有喜事2009
0.03,19,18197,56,0.01,False,0.4,赵氏孤儿
0.02,17918,4900,1646,0.01,False,0.4,龙虎门
0.12,248487,7,2,0.01,False,0.3,天赐
0.00,345,3,-6,0.01,False,0.3,戒烟不戒酒
0.08,49553,664,29,0.01,False,0.3,一路有你
0.02,458,400,485,0.01,False,0.3,神兵小将
0.07,248659,60,22,0.01,False,0.2,失控
35.07,341928,6910,4,43.53,False,1538.3,武林外传
25.46,186,17170,11,25.95,False,916.9,新少林寺
21.65,471,9254,9,16.81,False,594.0,喜羊羊与灰太狼之兔年顶呱呱
4.53,407,10767,19,5.78,False,204.4,创：战纪
4.20,29933,11568,23,3.98,False,140.5,纳尼亚传奇3：黎明踏浪号
3.04,182,63480,45,2.15,False,76.0,让子弹飞
4.32,196,115,3,0.96,False,34.0,老夫子之小水虎传奇
1.21,3,45571,39,0.59,False,20.9,非诚勿扰2
0.01,61704,6,-5,0.06,False,2.2,熊猫总动员
0.09,341590,2926,-1679,0.04,False,1.4,午夜邂逅
0.01,222,1,-2,0.03,False,1.2,最强囍事
0.11,248487,7,3,0.01,False,0.4,天赐
0.01,282,1049,2137,0.01,False,0.3,战鸽快飞
0.07,49553,664,30,0.01,False,0.3,一路有你
0.01,18,9896,373,0.01,False,0.3,孔子
0.04,68288,0,15004,0.01,False,0.2,不要和他约会
0.06,266,1,3509,0.01,False,0.2,速度与激情
0.01,64996,183,30,0.01,False,0.2,绑架冰激凌
0.05,152,7200,1032,0.00,False,0.2,三国之见龙卸甲
0.06,901,4501,857,0.00,False,0.1,保持通话
32.01,341928,8151,5,38.21,False,1241.0,武林外传
21.84,186,17866,12,21.42,False,695.9,新少林寺
10.37,222,489,-1,15.03,False,488.3,最强囍事
19.28,471,9686,10,13.30,False,431.9,喜羊羊与灰太狼之兔年顶呱呱
4.02,407,10930,20,5.03,False,163.5,创：战纪
3.69,29933,11681,24,3.48,False,112.9,纳尼亚传奇3：黎明踏浪号
1.94,182,63523,46,1.35,False,43.7,让子弹飞
2.62,65427,31,-1,0.96,False,31.3,我爱HK 开心万岁
3.10,196,135,4,0.62,False,20.1,老夫子之小水虎传奇
0.75,3,45581,40,0.31,False,10.1,非诚勿扰2
0.01,248486,254,30,0.09,False,3.0,社区民警故事
0.02,19,18198,58,0.04,False,1.2,赵氏孤儿
0.07,341590,2927,-1678,0.03,False,0.9,午夜邂逅
0.00,1049,1442,576,0.02,False,0.6,寻找成龙
0.08,49553,665,31,0.02,False,0.6,一路有你
0.03,200,1,-4,0.02,False,0.6,神奇侠侣
0.09,248487,8,4,0.01,False,0.3,天赐
0.01,282,1050,2138,0.01,False,0.3,战鸽快飞
0.01,18,9898,374,0.01,False,0.2,孔子
0.08,266,1,3510,0.01,False,0.2,速度与激情
25.17,222,1603,1,32.51,False,1113.7,最强囍事
26.18,341928,9163,6,29.54,False,1012.1,武林外传
16.57,186,18360,13,14.44,False,494.6,新少林寺
15.67,471,10089,11,11.75,False,402.6,喜羊羊与灰太狼之兔年顶呱呱
3.04,407,11070,21,4.08,False,139.8,创：战纪
7.67,65427,164,1,3.86,False,132.3,我爱HK 开心万岁
2.79,29933,11773,25,2.68,False,91.8,纳尼亚传奇3：黎明踏浪号
0.72,182,63542,47,0.54,False,18.3,让子弹飞
1.67,196,145,5,0.29,False,10.0,老夫子之小水虎传奇
0.27,3,45585,41,0.11,False,3.7,非诚勿扰2
0.01,248486,257,31,0.09,False,3.0,社区民警故事
0.04,200,2,-3,0.03,False,1.1,神奇侠侣
0.02,60710,4,-3,0.01,False,0.4,我知女人心
0.05,341590,2927,-1677,0.01,False,0.4,午夜邂逅
0.01,18,9899,375,0.01,False,0.3,孔子
0.01,282,17,2139,0.01,False,0.2,战鸽快飞
0.01,405,13551,77,0.01,False,0.2,生化危机4：战神再生
0.02,248107,0,66,0.01,False,0.2,截拳道
0.11,248487,8,5,0.01,False,0.2,天赐
0.00,11,17400,1146,0.00,False,0.1,投名状
27.22,222,2386,2,35.60,False,782.3,最强囍事
24.79,341928,9741,7,26.30,False,577.9,武林外传
15.60,186,18656,14,13.46,False,295.8,新少林寺
15.83,471,10348,12,11.80,False,259.3,喜羊羊与灰太狼之兔年顶呱呱
7.89,65427,285,2,5.51,False,121.2,我爱HK 开心万岁
3.04,407,11154,22,3.84,False,84.3,创：战纪
2.73,29933,11826,26,2.40,False,52.7,纳尼亚传奇3：黎明踏浪号
0.60,182,63550,48,0.37,False,8.1,让子弹飞
1.37,196,150,6,0.26,False,5.8,老夫子之小水虎传奇
0.57,60710,9,-2,0.22,False,4.8,我知女人心
0.13,3,45586,42,0.06,False,1.3,非诚勿扰2
0.00,247377,311,167,0.04,False,0.9,喋血孤城
0.04,200,3,-2,0.04,False,0.8,神奇侠侣
0.02,282,17,2140,0.02,False,0.5,战鸽快飞
0.12,248487,8,6,0.02,False,0.3,天赐
0.04,341590,2928,-1676,0.01,False,0.3,午夜邂逅
0.00,64996,184,33,0.01,False,0.2,绑架冰激凌
0.01,415,0,-7,0.01,False,0.2,青蜂侠
0.00,18,9899,376,0.01,False,0.2,孔子
0.03,68288,6,15007,0.01,False,0.1,不要和他约会
21.41,222,3074,3,24.38,False,688.6,最强囍事
17.52,341928,10291,8,19.46,False,549.4,武林外传
12.44,60710,328,-1,11.28,False,318.7,我知女人心
6.01,61704,302,-1,10.47,False,295.7,熊猫总动员
12.37,471,10638,13,10.27,False,290.1,喜羊羊与灰太狼之兔年顶呱呱
7.74,200,207,-1,7.23,False,204.0,神奇侠侣
9.47,186,18859,15,7.17,False,202.5,新少林寺
5.07,65427,381,3,3.42,False,96.6,我爱HK 开心万岁
2.03,407,11221,23,2.38,False,67.1,创：战纪
2.81,345,53,-1,1.76,False,49.8,戒烟不戒酒
1.64,29933,11870,27,1.57,False,44.3,纳尼亚传奇3：黎明踏浪号
0.47,182,63559,49,0.33,False,9.2,让子弹飞
0.73,196,154,7,0.11,False,3.2,老夫子之小水虎传奇
0.14,3,45587,43,0.04,False,1.2,非诚勿扰2
0.01,405,13552,79,0.03,False,0.8,生化危机4：战神再生
0.03,283,685,986,0.02,False,0.4,葫芦兄弟
0.01,37781,0,2559,0.01,False,0.3,阳光天井
0.03,246927,0,-20,0.01,False,0.3,芳香之城传奇
0.02,341590,2928,-1675,0.01,False,0.2,午夜邂逅
0.06,248487,8,7,0.01,False,0.2,天赐
17.65,222,4332,4,23.28,False,1257.8,最强囍事
14.00,341928,11198,9,16.79,False,907.5,武林外传
17.30,60710,1047,1,13.31,False,719.3,我知女人心
10.41,61704,987,1,12.68,False,685.1,熊猫总动员
13.40,200,797,1,10.93,False,590.6,神奇侠侣
9.82,471,11081,14,8.19,False,442.6,喜羊羊与灰太狼之兔年顶呱呱
6.83,186,19192,16,6.17,False,333.2,新少林寺
3.19,65427,543,4,2.98,False,161.2,我爱HK 开心万岁
1.25,407,11335,24,2.10,False,113.3,创：战纪
4.08,345,148,1,1.75,False,94.8,戒烟不戒酒
1.11,29933,11941,28,1.32,False,71.1,纳尼亚传奇3：黎明踏浪号
0.38,182,63574,50,0.28,False,15.2,让子弹飞
0.40,196,158,8,0.08,False,4.2,老夫子之小水虎传奇
0.11,3,45590,44,0.04,False,2.1,非诚勿扰2
0.02,32183,494,15009,0.02,False,1.3,真水无香
0.01,405,13552,80,0.02,False,0.9,生化危机4：战神再生
0.01,415,1,-5,0.01,False,0.8,青蜂侠
0.01,18,9899,378,0.01,False,0.4,孔子
0.02,283,686,987,0.00,False,0.3,葫芦兄弟
0.02,245983,15150,63,0.00,False,0.2,大笑江湖
18.66,222,5556,5,23.72,False,1224.2,最强囍事
14.97,341928,12159,10,18.62,False,961.1,武林外传
15.40,60710,1679,2,12.25,False,632.1,我知女人心
10.93,61704,1594,2,11.77,False,607.4,熊猫总动员
13.10,200,1328,2,10.28,False,530.4,神奇侠侣
10.24,471,11511,15,8.33,False,430.2,喜羊羊与灰太狼之兔年顶呱呱
6.89,186,19521,17,6.37,False,328.9,新少林寺
3.05,65427,695,5,2.95,False,152.3,我爱HK 开心万岁
1.22,407,11449,25,2.22,False,114.8,创：战纪
3.49,345,229,2,1.58,False,81.4,戒烟不戒酒
1.10,29933,12010,29,1.34,False,69.0,纳尼亚传奇3：黎明踏浪号
0.44,182,63594,51,0.38,False,19.5,让子弹飞
0.36,196,161,9,0.06,False,3.0,老夫子之小水虎传奇
0.09,3,45591,45,0.03,False,1.8,非诚勿扰2
0.02,32183,495,15010,0.02,False,1.1,真水无香
0.01,415,2,-4,0.02,False,0.8,青蜂侠
0.01,405,13553,81,0.01,False,0.7,生化危机4：战神再生
0.01,18,9900,379,0.01,False,0.4,孔子
0.02,341590,2928,-1673,0.01,False,0.4,午夜邂逅
19.23,222,6826,6,24.53,False,1270.2,最强囍事
15.67,341928,13140,11,18.93,False,980.3,武林外传
14.34,60710,2282,3,11.64,False,603.0,我知女人心
10.86,61704,2166,3,11.05,False,572.3,熊猫总动员
12.81,200,1863,3,10.33,False,535.1,神奇侠侣
10.29,471,11925,16,8.00,False,414.1,喜羊羊与灰太狼之兔年顶呱呱
6.95,186,19849,18,6.34,False,328.2,新少林寺
3.15,65427,874,6,3.46,False,179.4,我爱HK 开心万岁
1.27,407,11565,26,2.24,False,116.1,创：战纪
3.30,345,309,3,1.55,False,80.2,戒烟不戒酒
1.10,29933,12080,30,1.35,False,70.1,纳尼亚传奇3：黎明踏浪号
0.48,182,63614,52,0.39,False,20.3,让子弹飞
0.36,196,164,10,0.06,False,3.0,老夫子之小水虎传奇
0.09,3,45594,46,0.04,False,2.2,非诚勿扰2
0.02,32183,19,15011,0.02,False,1.3,真水无香
0.03,415,3,-3,0.02,False,0.9,青蜂侠
0.01,405,13553,82,0.01,False,0.4,生化危机4：战神再生
0.01,18,9900,380,0.01,False,0.4,孔子
0.00,29416,304,1164,0.01,False,0.3,终极挑战
0.03,341590,2929,-1672,0.01,False,0.3,午夜邂逅
19.37,222,8048,7,24.50,False,1222.1,最强囍事
15.88,341928,14090,12,19.06,False,950.8,武林外传
13.88,60710,2864,4,11.65,False,581.1,我知女人心
10.81,61704,2698,4,10.66,False,531.8,熊猫总动员
12.89,200,2374,4,10.24,False,510.9,神奇侠侣
10.33,471,12320,17,7.93,False,395.4,喜羊羊与灰太狼之兔年顶呱呱
6.90,186,20170,19,6.44,False,321.1,新少林寺
3.30,65427,1063,7,3.78,False,188.8,我爱HK 开心万岁
1.27,407,11679,27,2.27,False,113.0,创：战纪
3.20,345,381,4,1.43,False,71.3,戒烟不戒酒
1.11,29933,12146,31,1.31,False,65.3,纳尼亚传奇3：黎明踏浪号
0.48,182,63634,53,0.39,False,19.6,让子弹飞
0.06,415,8,-2,0.09,False,4.5,青蜂侠
0.11,3,45596,47,0.05,False,2.7,非诚勿扰2
0.30,196,166,11,0.04,False,2.2,老夫子之小水虎传奇
0.02,32183,20,15012,0.03,False,1.4,真水无香
0.06,248487,10,11,0.02,False,1.1,天赐
0.02,283,687,990,0.02,False,1.0,葫芦兄弟
0.01,19,18199,65,0.02,False,0.9,赵氏孤儿
0.01,18,9901,381,0.01,False,0.5,孔子
18.22,222,9154,8,21.07,False,1105.6,最强囍事
10.50,415,993,-1,18.77,False,984.9,青蜂侠
14.46,341928,14883,13,15.11,False,793.1,武林外传
12.34,60710,3362,5,9.49,False,498.1,我知女人心
11.43,200,2813,5,8.37,False,439.3,神奇侠侣
8.59,61704,3118,5,8.00,False,420.0,熊猫总动员
9.59,471,12679,18,6.82,False,358.1,喜羊羊与灰太狼之兔年顶呱呱
6.23,186,20436,20,5.06,False,265.5,新少林寺
3.18,65427,1255,8,3.66,False,192.2,我爱HK 开心万岁
0.98,407,11744,28,1.25,False,65.6,创：战纪
2.78,345,440,5,1.12,False,58.9,戒烟不戒酒
0.83,29933,12188,32,0.81,False,42.4,纳尼亚传奇3：黎明踏浪号
0.37,182,63646,54,0.24,False,12.6,让子弹飞
0.29,196,168,12,0.04,False,2.2,老夫子之小水虎传奇
0.10,3,45598,48,0.03,False,1.8,非诚勿扰2
0.01,800,559,139,0.03,False,1.5,虎王归来
0.05,283,689,991,0.03,False,1.4,葫芦兄弟
0.02,32183,21,15013,0.02,False,0.9,真水无香
0.05,248487,10,12,0.01,False,0.6,天赐
0.01,18,9901,382,0.01,False,0.6,孔子
24.73,415,2761,1,36.83,False,1768.2,青蜂侠
16.41,222,10020,9,18.03,False,865.5,最强囍事
13.14,341928,15472,14,12.27,False,589.0,武林外传
10.46,60710,3728,6,7.63,False,366.5,我知女人心
9.56,200,3125,6,6.51,False,312.5,神奇侠侣
8.57,471,12933,19,5.31,False,254.9,喜羊羊与灰太狼之兔年顶呱呱
5.71,61704,3370,6,5.25,False,251.9,熊猫总动员
4.98,186,20595,21,3.32,False,159.2,新少林寺
2.74,65427,1411,9,3.26,False,156.3,我爱HK 开心万岁
2.15,345,477,6,0.78,False,37.4,戒烟不戒酒
0.46,29933,12204,33,0.34,False,16.4,纳尼亚传奇3：黎明踏浪号
0.43,407,11756,29,0.24,False,11.6,创：战纪
0.29,182,63654,55,0.17,False,8.2,让子弹飞
0.23,196,170,13,0.04,False,2.0,老夫子之小水虎传奇
0.02,68288,8,15014,0.04,False,1.7,不要和他约会
0.07,3,45599,49,0.02,False,1.1,非诚勿扰2
0.01,800,561,140,0.02,False,0.9,虎王归来
0.02,32183,22,15014,0.01,False,0.7,真水无香
0.01,18,9902,383,0.01,False,0.6,孔子
0.01,19,18199,67,0.01,False,0.3,赵氏孤儿
25.43,415,4061,2,35.05,False,1300.1,青蜂侠
16.60,222,10753,10,19.76,False,733.1,最强囍事
13.27,341928,15914,15,11.91,False,441.8,武林外传
10.42,60710,4033,7,8.22,False,304.8,我知女人心
9.59,200,3387,7,7.06,False,261.7,神奇侠侣
8.28,471,13099,20,4.46,False,165.5,喜羊羊与灰太狼之兔年顶呱呱
5.33,61704,3531,7,4.34,False,160.8,熊猫总动员
2.76,65427,1565,10,4.13,False,153.1,我爱HK 开心万岁
4.87,186,20721,22,3.40,False,126.2,新少林寺
2.02,345,505,7,0.75,False,28.0,戒烟不戒酒
0.45,29933,12217,34,0.33,False,12.3,纳尼亚传奇3：黎明踏浪号
0.42,407,11764,30,0.23,False,8.5,创：战纪
0.25,182,63660,56,0.16,False,5.8,让子弹飞
0.07,3,45601,50,0.05,False,1.9,非诚勿扰2
0.01,248486,258,40,0.04,False,1.6,社区民警故事
0.19,196,171,14,0.03,False,1.1,老夫子之小水虎传奇
0.02,32183,22,15015,0.02,False,0.6,真水无香
0.01,19,18200,68,0.02,False,0.6,赵氏孤儿
0.01,18,9902,384,0.01,False,0.4,孔子
0.00,874,928,392,0.01,False,0.3,名侦探柯南：漆黑的追踪者
25.36,415,5134,3,33.37,False,1073.3,青蜂侠
17.03,222,11419,11,20.72,False,666.4,最强囍事
13.30,341928,16302,16,12.06,False,387.8,武林外传
10.35,60710,4317,8,8.83,False,284.0,我知女人心
9.55,200,3619,8,7.21,False,232.0,神奇侠侣
5.40,61704,3670,8,4.32,False,138.9,熊猫总动员
2.80,65427,1701,11,4.25,False,136.8,我爱HK 开心万岁
8.15,471,13232,21,4.15,False,133.4,喜羊羊与灰太狼之兔年顶呱呱
4.88,186,20830,23,3.38,False,108.7,新少林寺
1.90,345,529,8,0.74,False,23.7,戒烟不戒酒
0.42,29933,12228,35,0.34,False,10.9,纳尼亚传奇3：黎明踏浪号
0.35,407,11771,31,0.21,False,6.8,创：战纪
0.01,248486,263,41,0.14,False,4.6,社区民警故事
0.25,182,63664,57,0.11,False,3.6,让子弹飞
0.08,3,45602,51,0.03,False,0.9,非诚勿扰2
0.15,196,172,15,0.02,False,0.8,老夫子之小水虎传奇
0.02,217,1,-2,0.02,False,0.8,将爱情进行到底
0.01,245983,15151,70,0.02,False,0.7,大笑江湖
0.01,32183,23,15016,0.02,False,0.5,真水无香
0.00,874,929,393,0.01,False,0.3,名侦探柯南：漆黑的追踪者
23.10,415,6161,4,29.33,False,1027.0,青蜂侠
15.47,222,12010,12,16.88,False,590.8,最强囍事
10.96,217,573,-1,16.35,False,572.4,将爱情进行到底
11.74,341928,16655,17,10.07,False,352.6,武林外传
9.02,60710,4565,9,7.10,False,248.6,我知女人心
8.39,200,3819,9,5.71,False,200.1,神奇侠侣
5.00,61704,3801,9,3.75,False,131.1,熊猫总动员
2.65,65427,1827,12,3.59,False,125.6,我爱HK 开心万岁
7.08,471,13354,22,3.47,False,121.5,喜羊羊与灰太狼之兔年顶呱呱
4.00,186,20914,24,2.40,False,84.1,新少林寺
1.42,345,549,9,0.58,False,20.5,戒烟不戒酒
0.35,29933,12236,36,0.25,False,8.6,纳尼亚传奇3：黎明踏浪号
0.36,407,11779,32,0.22,False,7.6,创：战纪
0.25,182,63668,58,0.11,False,3.8,让子弹飞
0.01,248486,266,42,0.07,False,2.5,社区民警故事
0.01,57020,1,-2,0.02,False,0.8,致命伴旅
0.01,32183,23,15017,0.02,False,0.6,真水无香
0.12,196,173,16,0.01,False,0.5,老夫子之小水虎传奇
0.06,3,45602,52,0.01,False,0.4,非诚勿扰2
0.03,341590,2929,-1666,0.01,False,0.3,午夜邂逅
24.95,217,1914,1,30.11,False,1340.6,将爱情进行到底
17.97,415,7116,5,21.44,False,954.7,青蜂侠
11.99,222,12531,13,11.70,False,521.0,最强囍事
7.00,57020,505,-1,11.33,False,504.4,致命伴旅
8.68,341928,16960,18,6.87,False,305.8,武林外传
6.25,60710,4747,10,4.08,False,181.8,我知女人心
5.74,200,3967,10,3.31,False,147.4,神奇侠侣
3.98,61704,3932,10,2.94,False,130.8,熊猫总动员
5.45,471,13480,23,2.82,False,125.6,喜羊羊与灰太狼之兔年顶呱呱
2.06,65427,1942,13,2.59,False,115.3,我爱HK 开心万岁
2.51,186,20975,25,1.37,False,60.8,新少林寺
1.77,65631,27,-1,0.60,False,26.9,我们约会吧
0.86,345,563,10,0.32,False,14.2,戒烟不戒酒
0.25,29933,12244,37,0.17,False,7.6,纳尼亚传奇3：黎明踏浪号
0.21,407,11786,33,0.16,False,7.1,创：战纪
0.16,182,63671,59,0.07,False,3.2,让子弹飞
0.03,70285,1,-48,0.02,False,0.9,女兵还乡
0.01,32183,24,15018,0.02,False,0.7,真水无香
0.05,248487,12,17,0.02,False,0.7,天赐
0.09,196,173,17,0.01,False,0.5,老夫子之小水虎传奇
26.40,217,4394,2,35.88,False,2480.4,将爱情进行到底
16.91,57020,1952,1,20.92,False,1446.4,致命伴旅
14.54,415,8232,6,16.15,False,1116.2,青蜂侠
9.99,222,13174,14,9.30,False,643.0,最强囍事
6.60,341928,17262,19,4.37,False,302.0,武林外传
5.25,60710,5009,11,3.78,False,261.5,我知女人心
4.06,200,4120,11,2.22,False,153.4,神奇侠侣
5.51,65631,156,1,1.87,False,129.1,我们约会吧
1.75,65427,2055,14,1.63,False,112.9,我爱HK 开心万岁
